nomInstall;numInstall;nomCommune;codeINSEE;cp;nomLieuD;numVoie;nomVoie;location;longitude;latitude;accessH;nbPlacesP
Circuits de Randonnees;440560006;Fay-de-Bretagne;44056;44130;Parking des étangs;;Route d'Heric;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;0
Etangs de Fay de Bretagne;440560007;Fay-de-Bretagne;44056;44130;La Madeleine;;D 16;[ 47.414518 , -1.791987];-1.791987;47.414518;Oui;110
Atlantic Crash Test;440560008;Fay-de-Bretagne;44056;44130;La Bassais;;;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;0
Les Ecuries de Faouell;440560009;Fay-de-Bretagne;44056;44130;La Courbe;;;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;6
Ecole Saint Martin;440560011;Fay-de-Bretagne;44056;44130;;;Rue de Malaquet;[ 47.414518 , -1.791987];-1.791987;47.414518;Oui;0
Les Ecuries du Chene Rond;440560012;Fay-de-Bretagne;44056;44130;Le Chêne Rond;;;[ 47.414518 , -1.791987];-1.791987;47.414518;Non;10
Stade Jean Zingue;440570001;Fegreac;44057;44460;;;Rue du Stade;[ 47.58449 , -2.044844];-2.044844;47.58449;Oui;100
Salle des Sports;440570002;Fegreac;44057;44460;;;Pre de l'Illette;[ 47.58449 , -2.044844];-2.044844;47.58449;Oui;50
Port du Bellion;440570003;Fegreac;44057;44460;Le Bellion;;;[ 47.58449 , -2.044844];-2.044844;47.58449;Oui;0
Circuits de Randonnees;440570004;Fegreac;44057;44460;;;;[ 47.58449 , -2.044844];-2.044844;47.58449;Non;0
Site de Pont Miny;440570005;Fegreac;44057;44460;Pont-Miny;;;[ 47.58449 , -2.044844];-2.044844;47.58449;Oui;3
Site de Ball Trap;440570006;Fegreac;44057;44460;Les Friches Coiquerelles;;Chemin Rural 190;[ 47.58449 , -2.044844];-2.044844;47.58449;Non;0
Site de l'Etang Aumee;440570007;Fegreac;44057;44460;La Noe;;;[ 47.58449 , -2.044844];-2.044844;47.58449;Oui;50
Aire de Loisirs;440580001;Ferce;44058;44660;;;Rue Jean de la Fontaine;[ 47.79563 , -1.415457];-1.415457;47.79563;Non;0
Circuits de Randonnees;440580002;Ferce;44058;44660;;;;[ 47.79563 , -1.415457];-1.415457;47.79563;Non;0
Salle Municipale;440580003;Ferce;44058;44660;;;Rue de la Salle Municipale;[ 47.79563 , -1.415457];-1.415457;47.79563;Oui;10
Etang du Boispean;440580004;Ferce;44058;44660;;;Rue de l'Etang;[ 47.79563 , -1.415457];-1.415457;47.79563;Oui;0
Complexe Sportif;440590001;Fresnay-en-Retz;44059;44580;;21;Rue de Pornic;[ 47.024101 , -1.876577];-1.876577;47.024101;Oui;30
Circuits de Randonnees;440590002;Fresnay-en-Retz;44059;44580;Le Bourg;;;[ 47.024101 , -1.876577];-1.876577;47.024101;Non;0
Complexe Sportif;440600001;Fresne-sur-Loire;44060;49123;;;Chemin des Moncellières;[ 47.400683 , -0.928813];-0.928813;47.400683;Oui;50
Circuits de Randonnees;440600002;Fresne-sur-Loire;44060;49123;;;;[ 47.400683 , -0.928813];-0.928813;47.400683;Non;0
Port de la Bastille;440600003;Fresne-sur-Loire;44060;49123;La Bastille;;;[ 47.400683 , -0.928813];-0.928813;47.400683;Non;10
Cale des Granges;440600004;Fresne-sur-Loire;44060;49123;Les Granges;;;[ 47.400683 , -0.928813];-0.928813;47.400683;Non;0
Complexe Sportif;440610001;Frossay;44061;44320;;1;Rue du Jaunais;[ 47.243571 , -1.93488];-1.93488;47.243571;Oui;200
Quai Vert;440610002;Frossay;44061;44320;Le Migron;;Route des Carries;[ 47.243571 , -1.93488];-1.93488;47.243571;Oui;30
Circuits de Randonnees;440610003;Frossay;44061;44320;;;Place du General de Gaulle;[ 47.243571 , -1.93488];-1.93488;47.243571;Non;0
Randkar;440610004;Frossay;44061;44320;Les Barrières;;;[ 47.243571 , -1.93488];-1.93488;47.243571;Oui;30
Defi Nature;440610005;Frossay;44061;44320;;;Chateau de la Rousselière;[ 47.243571 , -1.93488];-1.93488;47.243571;Non;50
Centre Equestre la Ville Aubert;440610006;Frossay;44061;44320;La Ville Aubert;;Route de Paimboeuf;[ 47.243571 , -1.93488];-1.93488;47.243571;Oui;20
Court de Tennis;440620001;Gâvre;44062;44130;;;Route de l'Etang;[ 47.520502 , -1.749687];-1.749687;47.520502;Non;0
Complexe Sportif;440620002;Gâvre;44062;44130;;;Rue du Stade;[ 47.520502 , -1.749687];-1.749687;47.520502;Oui;0
Circuits de Randonnees;440620003;Gâvre;44062;44130;;;;[ 47.520502 , -1.749687];-1.749687;47.520502;Non;0
Foret du Gavre;440620005;Gâvre;44062;44130;;;Place de l'étoile;[ 47.520502 , -1.749687];-1.749687;47.520502;Non;0
Salle de Motricite;440620007;Gâvre;44062;44130;;1;Rue de la Foret;[ 47.520502 , -1.749687];-1.749687;47.520502;Oui;0
Stade Donatien Merel;440620008;Gâvre;44062;44130;;;;[ 47.520502 , -1.749687];-1.749687;47.520502;Oui;70
Complexe Sportif;440630002;Getigne;44063;44190;;;Rue du Stade;[ 47.075083 , -1.250371];-1.250371;47.075083;Oui;250
Centre Hippique des Trois Province;440630003;Getigne;44063;44190;La Saulnerie;;;[ 47.075083 , -1.250371];-1.250371;47.075083;Oui;10
Base Nautique de Terbin;440630004;Getigne;44063;44190;Village de Terbin;;;[ 47.075083 , -1.250371];-1.250371;47.075083;Non;30
Circuit de Randonnee;440630006;Getigne;44063;44190;;;Place de Klettgau;[ 47.075083 , -1.250371];-1.250371;47.075083;Non;0
Terrain de Kayak Polo;440630007;Getigne;44063;44190;;;Rue de Gaulle;[ 47.075083 , -1.250371];-1.250371;47.075083;Non;10
Salle d'Echecs de la Butte;440630008;Getigne;44063;44190;;;Place Sainte Anne;[ 47.075083 , -1.250371];-1.250371;47.075083;Non;0
Boulodrome;440630009;Getigne;44063;44190;Espace Bellevue;;;[ 47.075083 , -1.250371];-1.250371;47.075083;Oui;60
Parc du Vallon;440630010;Getigne;44063;44190;;;Rue du Vallon;[ 47.075083 , -1.250371];-1.250371;47.075083;Non;0
Terrain de Tennis;440630011;Getigne;44063;44190;;;Rue de la Goisloterie;[ 47.075083 , -1.250371];-1.250371;47.075083;Oui;5
Espace Agora;440640001;Gorges;44064;44190;;;Rue de la Cite des Sports;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;30
Complexe Sportif de la Margerie;440640002;Gorges;44064;44190;Route de Saint Fiacre;;;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;200
Lycee Prive Charles Peguy;440640003;Gorges;44064;44190;Gorges;3;Rue de Sevres;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;40
Le Liveau;440640004;Gorges;44064;44190;Le Liveau;;;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;15
Site d'Angreviers;440640005;Gorges;44064;44190;Angreviers;;;[ 47.101287 , -1.304878];-1.304878;47.101287;Non;0
Salle des Associations;440640006;Gorges;44064;44190;;;3 Place de L 'église;[ 47.101287 , -1.304878];-1.304878;47.101287;Non;0
College d'Angreviers;440640007;Gorges;44064;44190;Angreviers;;;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;30
Terrain de Motocross des Mortiers;440640008;Gorges;44064;44190;;;Les Mortiers;[ 47.101287 , -1.304878];-1.304878;47.101287;Non;0
Boulodrome du Cep;440640009;Gorges;44064;44190;;;Rue du Cep;[ 47.101287 , -1.304878];-1.304878;47.101287;Oui;0
Espace des Plaines;440640010;Gorges;44064;44190;;;Route de Clisson;[ 47.101287 , -1.304878];-1.304878;47.101287;Non;0
Terrain des Sports;440650001;Grand-Auverne;44065;44520;;;Route du Petit Auverne;[ 47.591247 , -1.330475];-1.330475;47.591247;Non;100
Acces au Don;440650002;Grand-Auverne;44065;44520;;;D14;[ 47.591247 , -1.330475];-1.330475;47.591247;Non;0
Circuits de Randonnee;440650003;Grand-Auverne;44065;44520;;;Place de l'église;[ 47.591247 , -1.330475];-1.330475;47.591247;Non;100
Salle Municipale;440650004;Grand-Auverne;44065;44520;;4;Rue du Don;[ 47.591247 , -1.330475];-1.330475;47.591247;Oui;0
Aire de Petanque;440650006;Grand-Auverne;44065;44520;;;Route du Petit Auverne;[ 47.591247 , -1.330475];-1.330475;47.591247;Non;100
Stade de Bellevue;440660001;Grandchamps-des-Fontaines;44066;44119;;;Route de Treillières;[ 47.36425 , -1.606478];-1.606478;47.36425;Oui;150
Complexe des 100 Sillons;440660002;Grandchamps-des-Fontaines;44066;44119;;14;Rue des 100 Sillons;[ 47.36425 , -1.606478];-1.606478;47.36425;Oui;100
Plateau Multisports;440660003;Grandchamps-des-Fontaines;44066;44119;;;Rue des 100 Sillons;[ 47.36425 , -1.606478];-1.606478;47.36425;Oui;150
Poney Club des Fontaines;440660004;Grandchamps-des-Fontaines;44066;44119;;20;Rue de la Chabossonière;[ 47.36425 , -1.606478];-1.606478;47.36425;Non;15
Plan d'Eau du Brossais;440660008;Grandchamps-des-Fontaines;44066;44119;Le Brossais;;D 39;[ 47.36425 , -1.606478];-1.606478;47.36425;Oui;100
Circuits de Randonnees;440660009;Grandchamps-des-Fontaines;44066;44119;;;25 Rue du General de Gaulle;[ 47.36425 , -1.606478];-1.606478;47.36425;Non;120
Plan d'Eau Notre Dame des Fontaines;440660010;Grandchamps-des-Fontaines;44066;44119;;;Rue de Curette;[ 47.36425 , -1.606478];-1.606478;47.36425;Oui;35
Piste d'Athletisme Christophe LemaÃ®tre;440660013;Grandchamps-des-Fontaines;44066;44119;;;;[ 47.36425 , -1.606478];-1.606478;47.36425;Non;0
Stade;440670001;Guemene-Penfao;44067;44290;;;Avenue de la Victoire;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;0
Complexe Sportif;440670002;Guemene-Penfao;44067;44290;;;Rue de Bellevue;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;48
Zone Sportive de Guenouvry;440670003;Guemene-Penfao;44067;44290;Guenouvry;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;10
Autosprint Guemeneen;440670004;Guemene-Penfao;44067;44290;Les Sapins;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Installation de Canoe Kayak de l'Office de Tourisme de Guemene;440670005;Guemene-Penfao;44067;44290;;9 Bis;Place Simon;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Centre Equestre de Juzet;440670006;Guemene-Penfao;44067;44290;La Grande Metairie;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;10
Complexe Aquatique du Pays de Guemene;440670007;Guemene-Penfao;44067;44290;;25;Rue du Paradis;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;10
Plateau Sportif du Paradis;440670008;Guemene-Penfao;44067;44290;;;Avenue du Paradis;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;250
Port de Besle-Sur-Vilaine;440670009;Guemene-Penfao;44067;44290;;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;20
Circuits de Randonnee;440670010;Guemene-Penfao;44067;44290;;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Salle Municipale de Guenouvry;440670011;Guemene-Penfao;44067;44290;;;Rue de la Forêt;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;10
Salle des Fetes de Besle;440670012;Guemene-Penfao;44067;44290;;15;Rue du Calvaire;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;100
Terrain de Football de Besle;440670013;Guemene-Penfao;44067;44290;;;Rue du General de Gaulle;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;50
Terrain de Tennis de Besle;440670014;Guemene-Penfao;44067;44290;;;Rue du General de Gaulle;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;20
Espace Multiactivites du Pivert;440670015;Guemene-Penfao;44067;44290;Le Pivert;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;100
Hippodrome de Lizien;440670016;Guemene-Penfao;44067;44290;;;Route de Guenouvry;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;0
Aire de Decollage de la Jalousie;440670019;Guemene-Penfao;44067;44290;La Jalousie;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Aire de Decollage Saint Yves;440670020;Guemene-Penfao;44067;44290;;;Saint Yves;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Acces au Don Port Janier;440670021;Guemene-Penfao;44067;44290;Le Port Janier;;D 775;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Acces au Don le Pont des Claies;440670022;Guemene-Penfao;44067;44290;Le Pont des Claies;;D 775;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Acces au Don Hippodrome;440670023;Guemene-Penfao;44067;44290;L'Etang;;D 125;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Acces au Don la Vallee;440670024;Guemene-Penfao;44067;44290;La Vallee;;D 125;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Acces au Don Juzet;440670025;Guemene-Penfao;44067;44290;Juzet;;D 124;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Rocs de Gascaigne;440670026;Guemene-Penfao;44067;44290;Gascaigne;;D 125;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Site Vtt de Treguely;440670027;Guemene-Penfao;44067;44290;Treguely;;D 125;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;0
Circuit des Sapins;440670028;Guemene-Penfao;44067;44290;Les Sapins;;;[ 47.629235 , -1.832672];-1.832672;47.629235;Non;100
Boulodrome Place du Nord;440670029;Guemene-Penfao;44067;44290;;;Place du Nord;[ 47.629235 , -1.832672];-1.832672;47.629235;Oui;15
Stade Municipal;440680001;Guenrouet;44068;44530;;;Route de Bolhet;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;50
Base de Loisirs Saint Clair;440680002;Guenrouet;44068;44530;;;Quai Saint Clair;[ 47.518462 , -1.955627];-1.955627;47.518462;Oui;30
Terrain de Rugby;440680003;Guenrouet;44068;44530;;;Rue de la Houssais;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;20
Stand de Tir a l'Arc;440680004;Guenrouet;44068;44530;;;Rue de la Roche Buttee;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;20
Circuits de Randonnees;440680005;Guenrouet;44068;44530;;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;0
Acces a l'Isac St Joseph;440680008;Guenrouet;44068;44530;Saint Joseph;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;0
Acces a l'Isac Melneuf;440680009;Guenrouet;44068;44530;Melneuf;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;0
Acces a l'Isac Quinhu;440680010;Guenrouet;44068;44530;Quinhu;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;15
Le Pont Nozay;440680011;Guenrouet;44068;44530;Le Pont Nozay;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;15
Le Pont de Barel;440680012;Guenrouet;44068;44530;Le Pont de Barel;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;0
Court de Tennis;440680013;Guenrouet;44068;44530;;;Rue du Haut du Port;[ 47.518462 , -1.955627];-1.955627;47.518462;Non;60
Centre équestre Horselou;440680014;Guenrouet;44068;44530;Le Moulin de la Justice;;;[ 47.518462 , -1.955627];-1.955627;47.518462;Oui;20
Les Ecuries de l'Or Blanc;440690001;Guerande;44069;44350;Le Clos Livery;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;30
Salle de Tennis de Brehadour;440690003;Guerande;44069;44350;;;Rue de la Fauvette;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;20
Complexe Sportif Jean Menager;440690004;Guerande;44069;44350;;;Rue des Collèges;[ 47.327824 , -2.429306];-2.429306;47.327824;Non;100
Complexe Sportif de Kerbiniou;440690005;Guerande;44069;44350;;;Rue Gustave Flaubert;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;110
Silhouet Energy;440690007;Guerande;44069;44350;;9;Boulevard du Gal de Gaulle;[ 47.327824 , -2.429306];-2.429306;47.327824;Non;0
Karting Cote D Amour;440690008;Guerande;44069;44350;Za de Villejames;33;Rue de la Pierre;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;50
Lycee Galilee;440690011;Guerande;44069;44350;;18;Rue Gustave Flaubert;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
Centre Equestre des Rosieres;440690013;Guerande;44069;44350;Les Rosières;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;30
Golf de Guerande Parcours 9 Trous;440690014;Guerande;44069;44350;La Ville Blanche;;Route de Brehadour;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;70
Golf de Guerande Centre d'Entrainement;440690015;Guerande;44069;44350;;;Chemin de la Nantaise;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;70
Ecuries de Kerdando;440690016;Guerande;44069;44350;Ile de Kergel;;Route d'Herbignac;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;30
Salle de Sports du Pays Blanc;440690020;Guerande;44069;44350;;;Route de Mesquer;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
Stade de la Madeleine;440690021;Guerande;44069;44350;;;Rue des Metais;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
College Saint Jean Baptiste;440690022;Guerande;44069;44350;;16;Boulevard du Midi;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
Circuits de Randonnee;440690023;Guerande;44069;44350;;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Non;
Lycee la Mennais;440690024;Guerande;44069;44350;;24;Rue Jean Baptiste Legeay;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;35
Presqu'Ile Bowling;440690025;Guerande;44069;44350;Zac Kerbiniou;10;Avenue Gustave Flaubert;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;30
Centre Aquatique Jean-Pierre Dhonneur;440690028;Guerande;44069;44350;;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;
Plateau Sportif de Saille;440690029;Guerande;44069;44350;Saille;;Rue du Ber;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;30
Etangs de Sandun;440690030;Guerande;44069;44350;La Madeleine Sandun;;Route de Cogea;[ 47.327824 , -2.429306];-2.429306;47.327824;Non;0
Curves Guerande;440690031;Guerande;44069;44350;Za Kerbiniou;6;Rue Alphonse Daudet;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;10
Amazonia;440690033;Guerande;44069;44350;;;Route de la Baule;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;50
Brittany Polo Club;440690034;Guerande;44069;44350;Congor;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;50
Stade Jean Menager;440690035;Guerande;44069;44350;;;Rue du Pradonnais;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;80
Espace Multisports;440690036;Guerande;44069;44350;;;Avenue des Sports;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;22
La Coulee Verte;440690037;Guerande;44069;44350;;;Rue du Senechal;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
Espace Multisports de la Madeleine;440690038;Guerande;44069;44350;La Madeleine;;Rue des Metais;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;0
Village de Careil;440690039;Guerande;44069;44350;;;Route de la Baule;[ 47.327824 , -2.429306];-2.429306;47.327824;Non;0
Les Chevaux de Congor;440690040;Guerande;44069;44350;Congor;;;[ 47.327824 , -2.429306];-2.429306;47.327824;Oui;10
Complexe Sportif du Moulin des Landes;440700001;Haie-Fouassière;44070;44690;;;Allee des Sports;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;150
Salle Omnisports du Bourg;440700002;Haie-Fouassière;44070;44690;;;Boulevard Bernard Verlynde;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;100
Ecurie des Lumieres;440700003;Haie-Fouassière;44070;44690;;2;Rue de la Maillardière;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;10
Circuits de Randonnee;440700004;Haie-Fouassière;44070;44690;;;Rue de la Sevre;[ 47.154986 , -1.399623];-1.399623;47.154986;Non;0
Port de la Haie Fouassiere;440700005;Haie-Fouassière;44070;44690;Le Port;;Rue des Bords de l'Eau;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;10
Circuits de la Rairie;440700006;Haie-Fouassière;44070;44690;La Rairie;;;[ 47.154986 , -1.399623];-1.399623;47.154986;Non;15
Ecole Saint Joseph;440700007;Haie-Fouassière;44070;44690;;23;Rue de la Gare;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;10
Site de la Gueriviere;440700008;Haie-Fouassière;44070;44690;La Guerivière;;D 359;[ 47.154986 , -1.399623];-1.399623;47.154986;Non;0
Ecole Charles Gifard ( école Primaire );440700009;Haie-Fouassière;44070;44690;;;Place de la Treille;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;16
Ecole du Petit Prince;440700010;Haie-Fouassière;44070;44690;;23;Rue du Bois Geffray;[ 47.154986 , -1.399623];-1.399623;47.154986;Oui;18
Complexe Sportif;440710001;Haute-Goulaine;44071;44115;La Croix des Tailles;;Rue de la Blandellerie;[ 47.198156 , -1.429064];-1.429064;47.198156;Oui;276
College Saint Gabriel;440710002;Haute-Goulaine;44071;44115;;16;Rue de la Bourrelière;[ 47.198156 , -1.429064];-1.429064;47.198156;Non;20
Circuits de Randonnee;440710003;Haute-Goulaine;44071;44115;;;;[ 47.198156 , -1.429064];-1.429064;47.198156;Non;0
Espace des Loriots;440710004;Haute-Goulaine;44071;44115;;;Rue de la Chataigneraie;[ 47.198156 , -1.429064];-1.429064;47.198156;Oui;40
Le Pont de l'Ouen;440710006;Haute-Goulaine;44071;44115;;;;[ 47.198156 , -1.429064];-1.429064;47.198156;Non;35
Complexe Sportif Louis Bretecher;440720001;Herbignac;44072;44410;;;Avenue des Sports;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;140
Circuits de Randonnee;440720002;Herbignac;44072;44410;;;;[ 47.44861 , -2.317903];-2.317903;47.44861;Non;0
College Saint Joseph;440720003;Herbignac;44072;44410;;;Place Jean M de la Mennais;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;0
Ecole Rene-Guy Cadou;440720004;Herbignac;44072;44410;;;Rue Rene Guy Cadou;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;50
Etang du Pre Grasseur;440720005;Herbignac;44072;44410;;;Avenue des Sports;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;0
Centre Equestre de Briere;440720007;Herbignac;44072;44410;Grand Armes Pompas;;;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;10
Salle de l'Europe;440720008;Herbignac;44072;44410;;9;Avenue de la Monneraye;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;0
Ecole Sainte Marie;440720009;Herbignac;44072;44410;;17;Rue du Morbihan;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;39
College Jacques Prevert;440720010;Herbignac;44072;44410;;60;Avenue des Sports;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;0
Ecurie de Kerhebe;440720011;Herbignac;44072;44410;;;Kerhebe;[ 47.44861 , -2.317903];-2.317903;47.44861;Oui;0
Base Ulm Yves Vanderquand;440730001;Heric;44073;44810;Le Frazier;;;[ 47.412208 , -1.652484];-1.652484;47.412208;Oui;0
Ecuries Alfa;440730004;Heric;44073;44810;Le Davier;;;[ 47.412208 , -1.652484];-1.652484;47.412208;Non;10
Centre Equestre de l'Erdre;440730005;Heric;44073;44810;La Courosserie;;;[ 47.412208 , -1.652484];-1.652484;47.412208;Non;6
